"number","category","subcategory"
"INC0271734","Degraded Service",""
"INC0271733","Degraded Service",""
"INC0271732","Degraded Service",""
"INC0271731","Degraded Service",""
"INC0271730","Data loss / corruption",""
"INC0271729","Degraded Service",""
"INC0271728","Degraded Service",""
"INC0271727","Assistance",""
"INC0271726","Degraded Service",""
"INC0271725","Information",""
"INC0271724","Degraded Service",""
"INC0271723","Degraded Service",""
"INC0271722","Degraded Service",""
"INC0271721","Hardware",""
"INC0271720","Degraded Service",""
"INC0271719","Degraded Service",""
"INC0271718","Degraded Service",""
"INC0271717","Degraded Service",""
"INC0271716","BitLocker",""
"INC0271715","Degraded Service",""
"INC0271714","Degraded Service",""
"INC0271713","Degraded Service",""
"INC0271712","Degraded Service",""
"INC0271711","Degraded Service",""
"INC0271710","Degraded Service",""
"INC0271709","Degraded Service",""
"INC0271708","Degraded Service",""
"INC0271707","Degraded Service",""
"INC0271706","Degraded Service",""
"INC0271705","Hardware","Keyboard"
"INC0271704","Information",""
"INC0271703","Access rights",""
"INC0271702","Maintenance",""
"INC0271701","Degraded Service",""
"INC0271700","Degraded Service",""
"INC0271699","Assistance",""
"INC0271698","Degraded Service",""
"INC0271697","Degraded Service",""
"INC0271696","Degraded Service",""
"INC0271695","Degraded Service",""
"INC0271694","Degraded Service",""
"INC0271693","Security","Loss of service"
"INC0271692","Hardware issue",""
"INC0271691","Degraded Service",""
"INC0271690","Information",""
"INC0271689","Degraded Service",""
"INC0271688","Assistance",""
"INC0271687","Degraded Service",""
"INC0271686","Degraded Service",""
"INC0271685","Degraded Service",""
"INC0271684","Degraded Service",""
"INC0271683","Degraded Service",""
"INC0271682","Degraded Service",""
"INC0271681","Assistance",""
"INC0271680","Degraded Service",""
"INC0271679","Degraded Service",""
"INC0271678","Degraded Service",""
"INC0271677","Degraded Service",""
"INC0271676","Access rights",""
"INC0271675","Assistance",""
"INC0271674","Degraded Service",""
"INC0271673","Degraded Service",""
"INC0271672","Hardware issue",""
"INC0271671","Degraded Service",""
"INC0271670","Degraded Service",""
"INC0271669","Degraded Service",""
"INC0271668","Degraded Service",""
"INC0271667","Degraded Service",""
"INC0271666","Information",""
"INC0271665","Degraded Service",""
"INC0271664","Degraded Service",""
"INC0271663","Hardware issue",""
"INC0271662","Degraded Service",""
"INC0271661","Degraded Service",""
"INC0271660","Hardware",""
"INC0271659","Degraded Service",""
"INC0271658","Degraded Service",""
"INC0271657","Hardware",""
"INC0271656","Degraded Service",""
"INC0271655","Degraded Service",""
"INC0271654","Degraded Service",""
"INC0271653","Degraded Service",""
"INC0271652","Degraded Service",""
"INC0271651","Degraded Service",""
"INC0271650","Assistance",""
"INC0271649","Degraded Service",""
"INC0271648","Degraded Service",""
"INC0271647","Degraded Service",""
"INC0271646","Degraded Service",""
"INC0271645","Access rights",""
"INC0271644","Degraded Service",""
"INC0271643","Degraded Service",""
"INC0271642","Assistance",""
"INC0271641","Degraded Service",""
"INC0271640","Degraded Service",""
"INC0271639","Degraded Service",""
"INC0271638","BitLocker",""
"INC0271637","Assistance",""
"INC0271636","Degraded Service",""
"INC0271635","Degraded Service",""
"INC0271634","Degraded Service",""
"INC0271633","Degraded Service",""
"INC0271632","Hardware",""
"INC0271631","Assistance",""
"INC0271630","Maintenance",""
"INC0271628","Degraded Service",""
"INC0271629","Hardware",""
"INC0271627","Degraded Service",""
"INC0271626","Degraded Service",""
"INC0271625","Degraded Service",""
"INC0271623","Hardware",""
"INC0271622","Degraded Service",""
"INC0271621","Data loss / corruption",""
"INC0271620","Degraded Service",""
"INC0271619","Assistance",""
"INC0271618","Hardware issue",""
"INC0271617","Information",""
"INC0271616","Degraded Service",""
"INC0271614","Access rights",""
"INC0271613","Account Locked",""
"INC0271612","Degraded Service",""
"INC0271611","Degraded Service",""
"INC0271610","Degraded Service",""
"INC0271609","Degraded Service",""
"INC0271608","Assistance",""
"INC0271607","Degraded Service",""
"INC0271606","Assistance",""
"INC0271605","Degraded Service",""
"INC0271604","Degraded Service",""
"INC0271603","Degraded Service",""
"INC0271602","Degraded Service",""
"INC0271601","Hardware",""
"INC0271600","Degraded Service",""
"INC0271599","Access rights",""
"INC0271598","Degraded Service",""
"INC0271597","Degraded Service",""
"INC0271596","Hardware",""
"INC0271595","Degraded Service",""
"INC0271594","Degraded Service",""
"INC0271593","Degraded Service",""
"INC0271592","Degraded Service",""
"INC0271591","Degraded Service",""
"INC0271590","Degraded Service",""
"INC0271589","Degraded Service",""
"INC0271588","Degraded Service",""
"INC0271587","Degraded Service",""
"INC0271586","Degraded Service",""
"INC0271585","Degraded Service",""
"INC0271584","Degraded Service",""
"INC0271583","Degraded Service",""
"INC0271582","Degraded Service",""
"INC0271581","Degraded Service",""
"INC0271580","Degraded Service",""
"INC0271579","Degraded Service",""
"INC0271578","Degraded Service",""
"INC0271577","Degraded Service",""
"INC0271576","Account Locked",""
"INC0271575","Degraded Service",""
"INC0271574","Degraded Service",""
"INC0271573","Assistance",""
"INC0271572","Degraded Service",""
"INC0271571","Degraded Service",""
"INC0271570","Hardware",""
"INC0271569","Degraded Service",""
"INC0271568","Degraded Service",""
"INC0271567","Degraded Service",""
"INC0271566","BitLocker",""
"INC0271565","Degraded Service",""
"INC0271564","Hardware",""
"INC0271563","Hardware",""
"INC0271562","Hardware",""
"INC0271561","Degraded Service",""
"INC0271560","Degraded Service",""
"INC0271559","Degraded Service",""
"INC0271558","Degraded Service",""
"INC0271557","Degraded Service",""
"INC0271556","Degraded Service",""
"INC0271555","Account Locked",""
"INC0271554","Degraded Service",""
"INC0271553","Access rights",""
"INC0271552","Assistance",""
"INC0271551","Degraded Service",""
"INC0271550","Assistance",""
"INC0271549","Degraded Service",""
"INC0271548","Degraded Service",""
"INC0271547","Assistance",""
"INC0271546","Degraded Service",""
"INC0271545","Account Locked","After network change"
"INC0271544","Assistance",""
"INC0271543","Degraded Service",""
"INC0271542","Degraded Service",""
"INC0271541","Degraded Service",""
"INC0271540","Assistance",""
"INC0271539","Degraded Service",""
"INC0271538","Degraded Service",""
"INC0271537","Degraded Service",""
"INC0271536","Degraded Service",""
"INC0271535","Degraded Service",""
"INC0271534","BitLocker",""
"INC0271533","Degraded Service",""
"INC0271532","Degraded Service",""
"INC0271531","Access rights",""
"INC0271530","Hardware issue",""
"INC0271529","Degraded Service",""
"INC0271528","Degraded Service",""
"INC0271526","Degraded Service",""
"INC0271525","Assistance",""
"INC0271524","Degraded Service",""
"INC0271523","Degraded Service",""
"INC0271522","Degraded Service",""
"INC0271521","Degraded Service",""
"INC0271520","Degraded Service",""
"INC0271519","Assistance",""
"INC0271518","Degraded Service",""
"INC0271517","Degraded Service",""
"INC0271516","Degraded Service",""
"INC0271515","Degraded Service",""
"INC0271514","Degraded Service",""
"INC0271513","Degraded Service",""
"INC0271512","Access rights",""
"INC0271511","Hardware",""
"INC0271510","Degraded Service",""
"INC0271509","BitLocker",""
"INC0271508","Assistance",""
"INC0271507","Degraded Service",""
"INC0271506","Degraded Service",""
"INC0271505","Degraded Service",""
"INC0271504","Degraded Service",""
"INC0271503","Degraded Service",""
"INC0271502","BitLocker",""
"INC0271501","Degraded Service",""
"INC0271500","Degraded Service",""
"INC0271499","Degraded Service",""
"INC0271498","Hardware",""
"INC0271497","Degraded Service",""
"INC0271496","Degraded Service",""
"INC0271495","Degraded Service",""
"INC0271494","Degraded Service",""
"INC0271493","Degraded Service",""
"INC0271491","Degraded Service",""
"INC0271490","Degraded Service",""
"INC0271489","Degraded Service",""
"INC0271488","Degraded Service",""
"INC0271487","BitLocker",""
"INC0271486","Degraded Service",""
"INC0271485","Degraded Service",""
"INC0271484","Degraded Service",""
"INC0271483","Degraded Service",""
"INC0271482","Degraded Service",""
"INC0271481","Degraded Service",""
"INC0271480","Degraded Service",""
"INC0271479","Degraded Service",""
"INC0271478","Degraded Service",""
"INC0271477","Degraded Service",""
"INC0271476","Degraded Service",""
"INC0271475","BitLocker",""
"INC0271474","Security","Malware"
"INC0271473","Degraded Service",""
"INC0271472","Degraded Service",""
"INC0271471","BitLocker",""
"INC0271470","Degraded Service",""
"INC0271469","Degraded Service",""
"INC0271468","Assistance",""
"INC0271467","BitLocker",""
"INC0271466","Degraded Service",""
"INC0271465","Degraded Service",""
"INC0271464","Degraded Service",""
"INC0271463","Degraded Service",""
"INC0271462","Degraded Service",""
"INC0271461","Hardware",""
"INC0271460","Assistance",""
"INC0271459","Degraded Service",""
"INC0271458","Security","Malware"
"INC0271457","Degraded Service",""
"INC0271456","Assistance",""
"INC0271455","Degraded Service",""
"INC0271454","Degraded Service",""
"INC0271453","Degraded Service",""
"INC0271452","Hardware",""
"INC0271451","Assistance",""
"INC0271450","Degraded Service",""
"INC0271449","Assistance",""
"INC0271448","Hardware",""
"INC0271447","Assistance",""
"INC0271446","Degraded Service",""
"INC0271445","Degraded Service",""
"INC0271444","Degraded Service",""
"INC0271443","BitLocker",""
"INC0271442","Degraded Service",""
"INC0271441","Degraded Service",""
"INC0271440","Degraded Service",""
"INC0271439","Assistance",""
"INC0271438","Degraded Service",""
"INC0271437","Degraded Service",""
"INC0271436","Degraded Service",""
"INC0271435","Degraded Service",""
"INC0271434","Degraded Service",""
"INC0271433","Degraded Service",""
"INC0271432","Degraded Service",""
"INC0271431","Degraded Service",""
"INC0271430","Assistance",""
"INC0271429","Degraded Service",""
"INC0271428","BitLocker",""
"INC0271427","Data loss / corruption",""
"INC0271426","Degraded Service",""
"INC0271425","Data loss / corruption",""
"INC0271424","Degraded Service",""
"INC0271423","Degraded Service",""
"INC0271422","Degraded Service",""
"INC0271421","Degraded Service",""
"INC0271420","Degraded Service",""
"INC0271419","Degraded Service",""
"INC0271418","Degraded Service",""
"INC0271417","Hardware",""
"INC0271416","Degraded Service",""
"INC0271415","Degraded Service",""
"INC0271414","Degraded Service",""
"INC0271413","Degraded Service",""
"INC0271412","Degraded Service",""
"INC0271411","Degraded Service",""
"INC0271410","Degraded Service",""
"INC0271409","Degraded Service",""
"INC0271408","Degraded Service",""
"INC0271407","Degraded Service",""
"INC0271406","Information",""
"INC0271405","Degraded Service",""
"INC0271404","Hardware",""
"INC0271403","Degraded Service",""
"INC0271402","Degraded Service",""
"INC0271401","Degraded Service",""
"INC0271400","Assistance",""
"INC0271399","Degraded Service",""
"INC0271398","Degraded Service",""
"INC0271397","Hardware",""
"INC0271396","Degraded Service",""
"INC0271395","Degraded Service",""
"INC0271394","BitLocker",""
"INC0271393","Assistance",""
"INC0271392","Degraded Service",""
"INC0271391","Degraded Service",""
"INC0271390","Degraded Service",""
"INC0271389","Degraded Service",""
"INC0271388","Assistance",""
"INC0271387","Degraded Service",""
"INC0271386","Degraded Service",""
"INC0271385","Degraded Service",""
"INC0271384","Degraded Service",""
"INC0271383","Degraded Service",""
"INC0271382","Degraded Service",""
"INC0271381","Degraded Service",""
"INC0271380","Degraded Service",""
"INC0271379","Degraded Service",""
"INC0271378","Degraded Service",""
"INC0271377","Degraded Service",""
"INC0271376","Degraded Service",""
"INC0271375","Degraded Service",""
"INC0271374","Degraded Service",""
"INC0271373","Degraded Service",""
"INC0271372","Degraded Service",""
"INC0271371","Degraded Service",""
"INC0271370","Degraded Service",""
"INC0271369","Degraded Service",""
"INC0271368","Degraded Service",""
"INC0271367","Degraded Service",""
"INC0271366","Degraded Service",""
"INC0271365","Degraded Service",""
"INC0271364","Degraded Service",""
"INC0271363","Degraded Service",""
"INC0271362","Degraded Service",""
"INC0271361","Degraded Service",""
"INC0271360","Degraded Service",""
"INC0271359","Degraded Service",""
"INC0271358","Degraded Service",""
"INC0271357","Degraded Service",""
"INC0271356","Degraded Service",""
"INC0271355","Degraded Service",""
"INC0271354","Degraded Service",""
"INC0271353","Degraded Service",""
"INC0271352","Degraded Service",""
"INC0271351","Degraded Service",""
"INC0271350","Degraded Service",""
"INC0271349","Degraded Service",""
"INC0271348","Degraded Service",""
"INC0271347","Degraded Service",""
"INC0271346","Degraded Service",""
"INC0271345","Security","Mail related"
"INC0271344","Degraded Service",""
"INC0271343","Degraded Service",""
"INC0271342","Degraded Service",""
"INC0271341","Degraded Service",""
"INC0271340","Degraded Service",""
"INC0271339","Degraded Service",""
"INC0271338","Degraded Service",""
"INC0271337","Degraded Service",""
"INC0271336","Degraded Service",""
"INC0271335","Degraded Service",""
"INC0271334","Degraded Service",""
"INC0271333","Degraded Service",""
"INC0271332","Degraded Service",""
"INC0271331","Degraded Service",""
"INC0271330","Degraded Service",""
"INC0271329","Degraded Service",""
"INC0271328","Information",""
"INC0271327","Degraded Service",""
"INC0271326","Degraded Service",""
"INC0271325","Degraded Service",""
"INC0271324","Degraded Service",""
"INC0271323","Assistance",""
"INC0271322","Degraded Service",""
"INC0271321","Degraded Service",""
"INC0271320","Degraded Service",""
"INC0271319","Degraded Service",""
"INC0271318","Degraded Service",""
"INC0271317","Degraded Service",""
"INC0271316","Degraded Service",""
"INC0271315","Degraded Service",""
"INC0271314","Degraded Service",""
"INC0271313","Degraded Service",""
"INC0271312","Degraded Service",""
"INC0271311","Degraded Service",""
"INC0271310","Degraded Service",""
"INC0271309","Degraded Service",""
"INC0271308","Degraded Service",""
"INC0271307","Degraded Service",""
"INC0271306","Degraded Service",""
"INC0271305","Degraded Service",""
"INC0271304","Degraded Service",""
"INC0271303","Degraded Service",""
"INC0271302","Degraded Service",""
"INC0271301","Degraded Service",""
"INC0271300","Degraded Service",""
"INC0271299","Degraded Service",""
"INC0271298","Degraded Service",""
"INC0271297","Degraded Service",""
"INC0271296","Degraded Service",""
