"number","category","subcategory"
"INC0260304","Degraded Service",""
"INC0260303","Degraded Service",""
"INC0260302","Degraded Service",""
"INC0260301","Degraded Service",""
"INC0260300","Degraded Service",""
"INC0260299","Degraded Service",""
"INC0260298","Degraded Service",""
"INC0260297","Degraded Service",""
"INC0260296","Degraded Service",""
"INC0260295","Degraded Service",""
"INC0260294","Degraded Service",""
"INC0260293","Degraded Service",""
"INC0260292","Degraded Service",""
"INC0260291","Degraded Service",""
"INC0260290","Degraded Service",""
"INC0260289","Degraded Service",""
"INC0260288","Degraded Service",""
"INC0260287","Degraded Service",""
"INC0260286","Degraded Service",""
"INC0260285","Degraded Service",""
"INC0260284","Degraded Service",""
"INC0260283","Degraded Service",""
"INC0260282","Degraded Service",""
"INC0260281","Degraded Service",""
"INC0260280","Degraded Service",""
"INC0260279","Degraded Service",""
"INC0260278","Degraded Service",""
"INC0260277","Degraded Service",""
"INC0260276","Degraded Service",""
"INC0260275","Degraded Service",""
"INC0260274","Degraded Service",""
"INC0260273","Degraded Service",""
"INC0260272","Degraded Service",""
"INC0260271","Degraded Service",""
"INC0260270","Degraded Service",""
"INC0260269","Degraded Service",""
"INC0260268","Degraded Service",""
"INC0260267","Degraded Service",""
"INC0260266","Degraded Service",""
"INC0260265","Degraded Service",""
"INC0260264","Degraded Service",""
"INC0260263","Degraded Service",""
"INC0260262","Degraded Service",""
"INC0260261","Degraded Service",""
"INC0260260","Degraded Service",""
"INC0260259","Degraded Service",""
"INC0260258","Degraded Service",""
"INC0260257","Degraded Service",""
"INC0260256","Degraded Service",""
"INC0260255","Degraded Service",""
"INC0260254","Degraded Service",""
"INC0260253","Degraded Service",""
"INC0260252","Degraded Service",""
"INC0260251","Degraded Service",""
"INC0260250","Degraded Service",""
"INC0260249","Degraded Service",""
"INC0260248","Degraded Service",""
"INC0260247","Degraded Service",""
"INC0260246","Degraded Service",""
"INC0260245","Degraded Service",""
"INC0260244","Degraded Service",""
"INC0260243","Degraded Service",""
"INC0260242","Degraded Service",""
"INC0260241","Degraded Service",""
"INC0260240","Degraded Service",""
"INC0260239","Degraded Service",""
"INC0260238","Degraded Service",""
"INC0260237","Degraded Service",""
"INC0260236","Degraded Service",""
"INC0260235","Degraded Service",""
"INC0260234","Degraded Service",""
"INC0260233","Degraded Service",""
"INC0260232","Degraded Service",""
"INC0260231","Degraded Service",""
"INC0260230","Degraded Service",""
"INC0260229","Degraded Service",""
"INC0260228","Degraded Service",""
"INC0260227","Degraded Service",""
"INC0260226","Degraded Service",""
"INC0260225","Degraded Service",""
"INC0260224","Degraded Service",""
"INC0260223","Degraded Service",""
"INC0260222","Degraded Service",""
"INC0260221","Degraded Service",""
"INC0260220","Degraded Service",""
"INC0260219","Degraded Service",""
"INC0260218","Degraded Service",""
"INC0260217","Degraded Service",""
"INC0260216","Degraded Service",""
"INC0260215","Degraded Service",""
"INC0260214","Degraded Service",""
"INC0260213","Degraded Service",""
"INC0260212","Degraded Service",""
"INC0260211","Degraded Service",""
"INC0260210","Degraded Service",""
"INC0260209","Degraded Service",""
"INC0260208","Degraded Service",""
"INC0260207","Degraded Service",""
"INC0260206","Degraded Service",""
"INC0260205","Degraded Service",""
"INC0260204","Degraded Service",""
"INC0260203","Degraded Service",""
"INC0260202","Degraded Service",""
"INC0260201","Degraded Service",""
"INC0260200","Degraded Service",""
"INC0260199","Degraded Service",""
"INC0260198","Degraded Service",""
"INC0260197","Degraded Service",""
"INC0260196","Degraded Service",""
"INC0260195","Degraded Service",""
"INC0260194","Degraded Service",""
"INC0260193","Degraded Service",""
"INC0260192","Degraded Service",""
"INC0260191","Degraded Service",""
"INC0260190","Degraded Service",""
"INC0260189","Degraded Service",""
"INC0260188","Degraded Service",""
"INC0260187","Degraded Service",""
"INC0260186","Degraded Service",""
"INC0260185","Degraded Service",""
"INC0260184","Degraded Service",""
"INC0260183","Degraded Service",""
"INC0260182","Degraded Service",""
"INC0260181","Degraded Service",""
"INC0260180","Degraded Service",""
"INC0260179","Degraded Service",""
"INC0260178","Degraded Service",""
"INC0260177","Degraded Service",""
"INC0260176","Degraded Service",""
"INC0260175","Degraded Service",""
"INC0260174","Degraded Service",""
"INC0260173","Degraded Service",""
"INC0260172","Degraded Service",""
"INC0260171","Degraded Service",""
"INC0260170","Degraded Service",""
"INC0260169","Degraded Service",""
"INC0260168","Degraded Service",""
"INC0260167","Degraded Service",""
"INC0260166","Degraded Service",""
"INC0260165","Degraded Service",""
"INC0260164","Degraded Service",""
"INC0260163","Degraded Service",""
"INC0260162","Degraded Service",""
"INC0260161","Degraded Service",""
"INC0260160","Degraded Service",""
"INC0260159","Degraded Service",""
"INC0260158","Degraded Service",""
"INC0260157","Degraded Service",""
"INC0260156","Degraded Service",""
"INC0260155","Degraded Service",""
"INC0260154","Degraded Service",""
"INC0260153","Degraded Service",""
"INC0260152","Degraded Service",""
"INC0260151","Degraded Service",""
"INC0260150","Degraded Service",""
"INC0260149","Degraded Service",""
"INC0260148","Degraded Service",""
"INC0260147","Degraded Service",""
"INC0260146","Degraded Service",""
"INC0260145","Degraded Service",""
"INC0260144","Degraded Service",""
"INC0260143","Degraded Service",""
"INC0260142","Degraded Service",""
"INC0260141","Degraded Service",""
"INC0260140","Degraded Service",""
"INC0260139","Degraded Service",""
"INC0260138","Degraded Service",""
"INC0260137","Degraded Service",""
"INC0260136","Degraded Service",""
"INC0260135","Degraded Service",""
"INC0260134","Degraded Service",""
"INC0260133","Degraded Service",""
"INC0260132","Degraded Service",""
"INC0260131","Degraded Service",""
"INC0260130","Degraded Service",""
"INC0260129","Degraded Service",""
"INC0260128","Degraded Service",""
"INC0260127","Degraded Service",""
"INC0260126","Degraded Service",""
"INC0260125","Degraded Service",""
"INC0260124","Degraded Service",""
"INC0260123","Degraded Service",""
"INC0260122","Degraded Service",""
"INC0260121","Degraded Service",""
"INC0260120","Degraded Service",""
"INC0260119","Degraded Service",""
"INC0260118","Degraded Service",""
"INC0260117","Degraded Service",""
"INC0260116","Degraded Service",""
"INC0260115","Degraded Service",""
"INC0260114","Degraded Service",""
"INC0260113","Degraded Service",""
"INC0260112","Degraded Service",""
"INC0260111","Degraded Service",""
"INC0260110","Degraded Service",""
"INC0260109","Degraded Service",""
"INC0260108","Degraded Service",""
"INC0260107","Degraded Service",""
"INC0260106","Degraded Service",""
"INC0260105","Degraded Service",""
"INC0260104","Degraded Service",""
"INC0260103","Degraded Service",""
"INC0260102","Degraded Service",""
"INC0260101","Password loss or expired",""
"INC0260100","Degraded Service",""
"INC0260099","Degraded Service",""
"INC0260098","Degraded Service",""
"INC0260097","Degraded Service",""
"INC0260096","Degraded Service",""
"INC0260095","Degraded Service",""
"INC0260094","Degraded Service",""
"INC0260093","Degraded Service",""
"INC0260092","Degraded Service",""
"INC0260091","Degraded Service",""
"INC0260090","Degraded Service",""
"INC0260089","Degraded Service",""
"INC0260088","Degraded Service",""
"INC0260087","Degraded Service",""
"INC0260086","Degraded Service",""
"INC0260085","Degraded Service",""
"INC0260084","Degraded Service",""
"INC0260083","Degraded Service",""
"INC0260082","Degraded Service",""
"INC0260081","Degraded Service",""
"INC0260080","Degraded Service",""
"INC0260079","Degraded Service",""
"INC0260078","Degraded Service",""
"INC0260077","Degraded Service",""
"INC0260076","Degraded Service",""
"INC0260075","Degraded Service",""
"INC0260074","Degraded Service",""
"INC0260073","Degraded Service",""
"INC0260072","Degraded Service",""
"INC0260071","Degraded Service",""
"INC0260070","Degraded Service",""
"INC0260069","Degraded Service",""
"INC0260068","Degraded Service",""
"INC0260067","Degraded Service",""
"INC0260066","Degraded Service",""
"INC0260065","Degraded Service",""
"INC0260064","Degraded Service",""
"INC0260063","Degraded Service",""
"INC0260062","Degraded Service",""
"INC0260061","Degraded Service",""
"INC0260060","Degraded Service",""
"INC0260059","Degraded Service",""
"INC0260058","Degraded Service",""
"INC0260057","Degraded Service",""
"INC0260056","Degraded Service",""
"INC0260055","Degraded Service",""
"INC0260054","Degraded Service",""
"INC0260053","Degraded Service",""
"INC0260052","Degraded Service",""
"INC0260051","Degraded Service",""
"INC0260050","Degraded Service",""
"INC0260049","Degraded Service",""
"INC0260048","Degraded Service",""
"INC0260047","Degraded Service",""
"INC0260046","Degraded Service",""
"INC0260045","Degraded Service",""
"INC0260044","Degraded Service",""
"INC0260043","Degraded Service",""
"INC0260042","Degraded Service",""
"INC0260041","Degraded Service",""
"INC0260040","Degraded Service",""
"INC0260039","Degraded Service",""
"INC0260038","Degraded Service",""
"INC0260037","Degraded Service",""
"INC0260036","Degraded Service",""
"INC0260035","Degraded Service",""
"INC0260034","Degraded Service",""
"INC0260033","Degraded Service",""
"INC0260032","Degraded Service",""
"INC0260031","Degraded Service",""
"INC0260030","Degraded Service",""
"INC0260029","Degraded Service",""
"INC0260028","Degraded Service",""
"INC0260027","Degraded Service",""
"INC0260026","Degraded Service",""
"INC0260025","Assistance",""
"INC0260024","Degraded Service",""
"INC0260023","Degraded Service",""
"INC0260022","Degraded Service",""
"INC0260021","Degraded Service",""
"INC0260020","Degraded Service",""
"INC0260019","Degraded Service",""
"INC0260018","Degraded Service",""
"INC0260017","Degraded Service",""
"INC0260016","Degraded Service",""
"INC0260015","Degraded Service",""
"INC0260014","Degraded Service",""
"INC0260013","Degraded Service",""
"INC0260012","Degraded Service",""
"INC0260011","Degraded Service",""
"INC0260010","Degraded Service",""
"INC0260009","Degraded Service",""
"INC0260008","Degraded Service",""
"INC0260007","Hardware",""
"INC0260006","Degraded Service",""
"INC0260005","Degraded Service",""
"INC0260004","Degraded Service",""
"INC0260003","Degraded Service",""
"INC0260002","Degraded Service",""
"INC0260001","Degraded Service",""
"INC0260000","Degraded Service",""
"INC0259999","Degraded Service",""
"INC0259998","Degraded Service",""
"INC0259997","Degraded Service",""
"INC0259996","Degraded Service",""
"INC0259995","Degraded Service",""
"INC0259994","Degraded Service",""
"INC0259993","Degraded Service",""
"INC0259992","Degraded Service",""
"INC0259991","Security","Mail related"
"INC0259990","Degraded Service",""
"INC0259989","Degraded Service",""
"INC0259988","Degraded Service",""
"INC0259987","Degraded Service",""
"INC0259986","Degraded Service",""
"INC0259985","Degraded Service",""
"INC0259984","Degraded Service",""
"INC0259983","Degraded Service",""
"INC0259982","Degraded Service",""
"INC0259981","Degraded Service",""
"INC0259980","Degraded Service",""
"INC0259979","Degraded Service",""
"INC0259978","Hardware issue",""
"INC0259977","Degraded Service",""
"INC0259976","Degraded Service",""
"INC0259975","Degraded Service",""
"INC0259974","Assistance",""
"INC0259973","Data management",""
"INC0259972","Assistance",""
"INC0259971","Degraded Service",""
"INC0259970","Degraded Service",""
"INC0259969","Degraded Service",""
"INC0259968","Data loss / corruption",""
"INC0259967","Assistance",""
"INC0259966","Degraded Service",""
"INC0259965","Degraded Service",""
"INC0259964","Degraded Service",""
"INC0259963","Degraded Service",""
"INC0259962","Degraded Service",""
"INC0259961","Degraded Service",""
"INC0259960","Data loss / corruption",""
"INC0259959","Degraded Service",""
"INC0259958","Degraded Service",""
"INC0259957","Degraded Service",""
"INC0259956","Degraded Service",""
"INC0259955","Degraded Service",""
"INC0259954","Degraded Service",""
"INC0259953","Degraded Service",""
"INC0259952","Degraded Service",""
"INC0259951","Information",""
"INC0259950","Degraded Service",""
"INC0259949","Degraded Service",""
"INC0259948","Degraded Service",""
"INC0259947","Degraded Service",""
"INC0259946","Degraded Service",""
"INC0259945","Degraded Service",""
"INC0259944","Degraded Service",""
"INC0259943","Degraded Service",""
"INC0259942","Degraded Service",""
"INC0259941","Degraded Service",""
"INC0259940","Degraded Service",""
"INC0259939","Degraded Service",""
"INC0259938","Hardware issue",""
"INC0259937","BitLocker",""
"INC0259936","Degraded Service",""
"INC0259935","Degraded Service",""
"INC0259934","Degraded Service",""
"INC0259933","Degraded Service",""
"INC0259932","Degraded Service",""
"INC0259931","Degraded Service",""
"INC0259930","Degraded Service",""
"INC0259929","Degraded Service",""
"INC0259928","Degraded Service",""
"INC0259927","Degraded Service",""
"INC0259926","Degraded Service",""
"INC0259925","Degraded Service",""
"INC0259924","Degraded Service",""
"INC0259923","Degraded Service",""
"INC0259922","Degraded Service",""
"INC0259921","Degraded Service",""
"INC0259920","Degraded Service",""
"INC0259919","Data loss / corruption",""
"INC0259918","Data loss / corruption",""
"INC0259917","BitLocker",""
"INC0259916","Degraded Service",""
"INC0259915","Data loss / corruption",""
"INC0259914","Data loss / corruption",""
"INC0259913","BitLocker",""
"INC0259912","Data loss / corruption",""
"INC0259911","Degraded Service",""
"INC0259910","Data loss / corruption",""
"INC0259909","Degraded Service",""
"INC0259908","Degraded Service",""
"INC0259907","Degraded Service",""
"INC0259906","Data loss / corruption",""
"INC0259905","Security",""
"INC0259904","Degraded Service",""
"INC0259903","Security","Vulnerability"
"INC0259902","Degraded Service",""
"INC0259901","Degraded Service",""
"INC0259900","Access rights",""
"INC0259899","Account Locked",""
"INC0259898","Degraded Service",""
"INC0259897","Degraded Service",""
"INC0259896","Degraded Service",""
"INC0259895","Degraded Service",""
"INC0259894","Degraded Service",""
"INC0259893","BitLocker",""
"INC0259892","Degraded Service",""
"INC0259891","Degraded Service",""
"INC0259890","Degraded Service",""
"INC0259889","Degraded Service",""
"INC0259888","Degraded Service",""
"INC0259887","Degraded Service",""
"INC0259886","Degraded Service",""
"INC0259885","Degraded Service",""
"INC0259884","Degraded Service",""
"INC0259883","Access rights",""
"INC0259882","Degraded Service",""
"INC0259881","Degraded Service",""
"INC0259880","Assistance",""
"INC0259879","Degraded Service",""
"INC0259878","Access rights",""
"INC0259877","Password loss or expired",""
"INC0259874","Degraded Service",""
"INC0259873","Degraded Service",""
"INC0259872","Degraded Service",""
"INC0259871","Degraded Service",""
"INC0259870","Degraded Service",""
"INC0259869","Degraded Service",""
"INC0259868","BitLocker",""
"INC0259867","Degraded Service",""
"INC0259866","Degraded Service",""
"INC0259865","Degraded Service",""
"INC0259864","BitLocker",""
"INC0259863","BitLocker",""
"INC0259862","Degraded Service",""
"INC0259861","Degraded Service",""
"INC0259860","Degraded Service",""
"INC0259859","Degraded Service",""
"INC0259858","Degraded Service",""
"INC0259857","Degraded Service",""
"INC0259856","Degraded Service",""
"INC0259855","Degraded Service",""
"INC0259854","Degraded Service",""
"INC0259853","Degraded Service",""
"INC0259852","Degraded Service",""
"INC0259851","BitLocker",""
"INC0259850","Degraded Service",""
"INC0259849","Degraded Service",""
"INC0259848","Degraded Service",""
"INC0259847","Degraded Service",""
"INC0259846","Hardware",""
"INC0259845","Degraded Service",""
"INC0259844","Degraded Service",""
"INC0259843","Information",""
"INC0259842","Degraded Service",""
"INC0259841","Degraded Service",""
"INC0259840","Degraded Service",""
"INC0259839","Degraded Service",""
"INC0259838","Degraded Service",""
"INC0259837","Degraded Service",""
"INC0259836","Degraded Service",""
"INC0259835","Degraded Service",""
"INC0259834","Degraded Service",""
"INC0259833","Assistance",""
"INC0259832","Hardware issue",""
"INC0259831","Degraded Service",""
"INC0259830","Degraded Service",""
"INC0259829","Degraded Service",""
"INC0259825","Degraded Service",""
"INC0259824","Degraded Service",""
"INC0259823","Degraded Service",""
"INC0259822","Degraded Service",""
"INC0259821","Degraded Service",""
"INC0259820","Degraded Service",""
"INC0259819","Degraded Service",""
"INC0259818","Degraded Service",""
"INC0259817","Degraded Service",""
"INC0259816","Degraded Service",""
"INC0259815","Degraded Service",""
"INC0259814","Security",""
"INC0259813","Degraded Service",""
"INC0259812","Degraded Service",""
"INC0259811","Degraded Service",""
"INC0259810","Degraded Service",""
"INC0259809","Degraded Service",""
"INC0259808","Degraded Service",""
"INC0259807","Degraded Service",""
"INC0259806","Assistance",""
"INC0259805","Degraded Service",""
"INC0259804","Degraded Service",""
"INC0259803","Degraded Service",""
"INC0259802","Degraded Service",""
"INC0259801","Degraded Service",""
"INC0259800","Degraded Service",""
"INC0259799","Degraded Service",""
"INC0259798","Degraded Service",""
"INC0259797","Degraded Service",""
"INC0259796","Assistance",""
"INC0259795","Degraded Service",""
"INC0259794","Degraded Service",""
"INC0259793","Degraded Service",""
"INC0259792","Degraded Service",""
"INC0259791","Degraded Service",""
"INC0259790","Degraded Service",""
"INC0259789","Degraded Service",""
"INC0259788","Assistance",""
"INC0259787","Degraded Service",""
"INC0259786","Degraded Service",""
"INC0259785","Degraded Service",""
"INC0259784","Degraded Service",""
"INC0259783","Degraded Service",""
"INC0259782","Degraded Service",""
"INC0259781","Degraded Service",""
"INC0259780","Degraded Service",""
"INC0259779","Degraded Service",""
"INC0259778","Degraded Service",""
"INC0259777","Degraded Service",""
"INC0259776","Degraded Service",""
"INC0259775","Degraded Service",""
"INC0259774","Degraded Service",""
"INC0259773","Degraded Service",""
"INC0259772","Degraded Service",""
"INC0259771","Assistance",""
"INC0259770","Degraded Service",""
"INC0259769","Degraded Service",""
"INC0259768","Degraded Service",""
"INC0259767","Degraded Service",""
"INC0259766","Assistance",""
"INC0259765","Degraded Service",""
"INC0259764","Degraded Service",""
"INC0259763","Degraded Service",""
"INC0259762","Degraded Service",""
"INC0259761","Degraded Service",""
"INC0259760","Degraded Service",""
"INC0259759","Degraded Service",""
"INC0259758","Degraded Service",""
"INC0259757","Degraded Service",""
"INC0259756","Degraded Service",""
"INC0259755","Access rights",""
"INC0259754","Degraded Service",""
"INC0259753","Degraded Service",""
"INC0259752","Degraded Service",""
"INC0259751","Degraded Service",""
"INC0259750","Degraded Service",""
"INC0259749","Degraded Service",""
"INC0259748","Degraded Service",""
"INC0259747","Degraded Service",""
"INC0259746","Hardware",""
"INC0259745","Degraded Service",""
"INC0259744","Hardware issue",""
"INC0259743","Degraded Service",""
"INC0259741","Degraded Service",""
"INC0259740","Degraded Service",""
"INC0259739","Degraded Service",""
"INC0259738","Assistance",""
"INC0259737","Assistance",""
"INC0259734","Assistance",""
"INC0259733","Hardware",""
"INC0259732","Assistance",""
"INC0259731","Degraded Service",""
"INC0259730","Degraded Service",""
"INC0259729","Degraded Service",""
"INC0259728","Degraded Service",""
"INC0259727","Degraded Service",""
"INC0259726","Degraded Service",""
"INC0259725","Degraded Service",""
"INC0259724","Degraded Service",""
"INC0259723","Degraded Service",""
"INC0259722","Assistance",""
"INC0259721","Degraded Service",""
"INC0259720","Degraded Service",""
"INC0259719","Degraded Service",""
"INC0259718","Degraded Service",""
"INC0259717","Degraded Service",""
"INC0259716","Degraded Service",""
"INC0259715","Degraded Service",""
"INC0259714","Degraded Service",""
"INC0259713","Degraded Service",""
"INC0259712","Degraded Service",""
"INC0259711","Degraded Service",""
"INC0259710","Degraded Service",""
"INC0259708","Degraded Service",""
"INC0259707","Account Locked",""
"INC0259706","Degraded Service",""
"INC0259705","Assistance",""
"INC0259704","Degraded Service",""
"INC0259703","Degraded Service",""
"INC0259702","Degraded Service",""
"INC0259701","Degraded Service",""
"INC0259700","Degraded Service",""
"INC0259699","Degraded Service",""
"INC0259698","Degraded Service",""
"INC0259697","Degraded Service",""
"INC0259696","Access rights",""
"INC0259695","Hardware",""
"INC0259694","Access rights",""
"INC0259693","Degraded Service",""
"INC0259692","Degraded Service",""
"INC0259691","Degraded Service",""
"INC0259690","Degraded Service",""
"INC0259689","Degraded Service",""
"INC0259688","Degraded Service",""
"INC0259687","Degraded Service",""
"INC0259686","Degraded Service",""
"INC0259685","Degraded Service",""
"INC0259684","Degraded Service",""
"INC0259683","Assistance",""
"INC0259682","Degraded Service",""
"INC0259681","Degraded Service",""
"INC0259680","Degraded Service",""
"INC0259679","Degraded Service",""
"INC0259678","Degraded Service",""
"INC0259677","Degraded Service",""
"INC0259676","Degraded Service",""
"INC0259675","Degraded Service",""
"INC0259674","Degraded Service",""
"INC0259673","Degraded Service",""
"INC0259672","Assistance",""
"INC0259671","Degraded Service",""
"INC0259670","Degraded Service",""
"INC0259669","Degraded Service",""
"INC0259668","Degraded Service",""
"INC0259667","Degraded Service",""
"INC0259666","Degraded Service",""
"INC0259665","Degraded Service",""
"INC0259664","Degraded Service",""
"INC0259663","Degraded Service",""
"INC0259662","Degraded Service",""
"INC0259661","Degraded Service",""
"INC0259660","Degraded Service",""
"INC0259659","Degraded Service",""
"INC0259658","Degraded Service",""
"INC0259657","Degraded Service",""
"INC0259656","Degraded Service",""
"INC0259655","Degraded Service",""
"INC0259654","Information",""
"INC0259653","Degraded Service",""
"INC0259652","Degraded Service",""
"INC0259651","Degraded Service",""
"INC0259650","Degraded Service",""
"INC0259649","Degraded Service",""
"INC0259648","Degraded Service",""
"INC0259647","Degraded Service",""
"INC0259646","Degraded Service",""
"INC0259645","Degraded Service",""
"INC0259644","Degraded Service",""
"INC0259643","Degraded Service",""
"INC0259642","Degraded Service",""
"INC0259641","Degraded Service",""
"INC0259640","Degraded Service",""
"INC0259639","Degraded Service",""
"INC0259638","Degraded Service",""
"INC0259637","Degraded Service",""
"INC0259636","Degraded Service",""
"INC0259635","Degraded Service",""
"INC0259634","Degraded Service",""
"INC0259633","Degraded Service",""
"INC0259632","Degraded Service",""
"INC0259631","Degraded Service",""
"INC0259630","Degraded Service",""
"INC0259629","Degraded Service",""
"INC0259628","Degraded Service",""
"INC0259627","Degraded Service",""
"INC0259626","Degraded Service",""
"INC0259625","Degraded Service",""
"INC0259624","Degraded Service",""
"INC0259623","Degraded Service",""
"INC0259622","Degraded Service",""
"INC0259621","Degraded Service",""
"INC0259620","Degraded Service",""
"INC0259619","Degraded Service",""
"INC0259618","Degraded Service",""
"INC0259617","Degraded Service",""
"INC0259616","Degraded Service",""
"INC0259615","Degraded Service",""
"INC0259614","Degraded Service",""
"INC0259613","Degraded Service",""
"INC0259612","Degraded Service",""
"INC0259611","Degraded Service",""
"INC0259610","Degraded Service",""
"INC0259609","Degraded Service",""
"INC0259608","Degraded Service",""
"INC0259607","Degraded Service",""
"INC0259606","Degraded Service",""
"INC0259605","Degraded Service",""
"INC0259604","Degraded Service",""
"INC0259603","Degraded Service",""
"INC0259602","Degraded Service",""
"INC0259601","Degraded Service",""
"INC0259600","Degraded Service",""
"INC0259599","Degraded Service",""
"INC0259598","Degraded Service",""
"INC0259597","Degraded Service",""
"INC0259596","Degraded Service",""
"INC0259595","Degraded Service",""
"INC0259594","Degraded Service",""
"INC0259593","Degraded Service",""
"INC0259592","Degraded Service",""
"INC0259591","Degraded Service",""
"INC0259590","Degraded Service",""
"INC0259589","Degraded Service",""
"INC0259588","Degraded Service",""
"INC0259587","Degraded Service",""
"INC0259586","Degraded Service",""
"INC0259585","Degraded Service",""
"INC0259584","Degraded Service",""
"INC0259583","Degraded Service",""
"INC0259582","Degraded Service",""
"INC0259581","Degraded Service",""
"INC0259580","Degraded Service",""
"INC0259579","Degraded Service",""
"INC0259578","Degraded Service",""
"INC0259577","Degraded Service",""
"INC0259576","Degraded Service",""
"INC0259575","Information",""
"INC0259574","Degraded Service",""
"INC0259573","Degraded Service",""
"INC0259572","Information",""
"INC0259571","Degraded Service",""
"INC0259570","Degraded Service",""
"INC0259569","Degraded Service",""
"INC0259568","Information",""
"INC0259567","Degraded Service",""
"INC0259566","Assistance",""
"INC0259565","Degraded Service",""
"INC0259564","Degraded Service",""
"INC0259563","Degraded Service",""
"INC0259562","Degraded Service",""
"INC0259561","Degraded Service",""
"INC0259560","Degraded Service",""
"INC0259559","Degraded Service",""
"INC0259558","Degraded Service",""
"INC0259557","Degraded Service",""
"INC0259556","Degraded Service",""
"INC0259555","Degraded Service",""
"INC0259554","Degraded Service",""
"INC0259553","Degraded Service",""
"INC0259552","Degraded Service",""
"INC0259551","Degraded Service",""
"INC0259550","Degraded Service",""
"INC0259549","Degraded Service",""
"INC0259548","Degraded Service",""
"INC0259547","Degraded Service",""
"INC0259546","Degraded Service",""
"INC0259545","Access rights",""
"INC0259544","Degraded Service",""
"INC0259543","Degraded Service",""
"INC0259542","Degraded Service",""
"INC0259541","Degraded Service",""
"INC0259540","Degraded Service",""
"INC0259539","Degraded Service",""
"INC0259538","Degraded Service",""
"INC0259537","Degraded Service",""
"INC0259536","Assistance",""
"INC0259535","Degraded Service",""
"INC0259534","Degraded Service",""
"INC0259533","Degraded Service",""
"INC0259532","Degraded Service",""
"INC0259531","Degraded Service",""
"INC0259530","Degraded Service",""
"INC0259529","Degraded Service",""
"INC0259528","Degraded Service",""
"INC0259527","Degraded Service",""
"INC0259526","Degraded Service",""
"INC0259525","Degraded Service",""
"INC0259524","Degraded Service",""
"INC0259523","Degraded Service",""
"INC0259522","Degraded Service",""
"INC0259521","Degraded Service",""
"INC0259520","Degraded Service",""
"INC0259519","Assistance",""
"INC0259518","Degraded Service",""
"INC0259517","Degraded Service",""
"INC0259516","Degraded Service",""
"INC0259515","Degraded Service",""
"INC0259514","Degraded Service",""
"INC0259513","Degraded Service",""
"INC0259512","Information",""
"INC0259511","Degraded Service",""
"INC0259510","Degraded Service",""
"INC0259509","Access rights",""
"INC0259508","Degraded Service",""
"INC0259507","Degraded Service",""
"INC0259506","Degraded Service",""
"INC0259505","Degraded Service",""
"INC0259504","Degraded Service",""
"INC0259503","Degraded Service",""
"INC0259502","Degraded Service",""
"INC0259501","Degraded Service",""
"INC0259500","Degraded Service",""
"INC0259499","Degraded Service",""
"INC0259498","Degraded Service",""
"INC0259497","Degraded Service",""
"INC0259496","Degraded Service",""
"INC0259495","Degraded Service",""
"INC0259494","Degraded Service",""
"INC0259493","Degraded Service",""
"INC0259492","Degraded Service",""
"INC0259491","Degraded Service",""
"INC0259490","Degraded Service",""
"INC0259489","Degraded Service",""
"INC0259488","Degraded Service",""
"INC0259487","Degraded Service",""
"INC0259486","Degraded Service",""
"INC0259485","Degraded Service",""
"INC0259484","Degraded Service",""
"INC0259483","Degraded Service",""
"INC0259482","Degraded Service",""
"INC0259481","Degraded Service",""
"INC0259480","Degraded Service",""
"INC0259479","Degraded Service",""
"INC0259478","Degraded Service",""
"INC0259477","Degraded Service",""
"INC0259476","Degraded Service",""
"INC0259475","Degraded Service",""
"INC0259474","Degraded Service",""
"INC0259473","Degraded Service",""
"INC0259472","Degraded Service",""
"INC0259471","Degraded Service",""
"INC0259470","Degraded Service",""
"INC0259469","Degraded Service",""
"INC0259468","Degraded Service",""
"INC0259467","Degraded Service",""
"INC0259466","Degraded Service",""
"INC0259465","Access rights",""
"INC0259464","Degraded Service",""
"INC0259463","Degraded Service",""
"INC0259462","Degraded Service",""
"INC0259461","Degraded Service",""
"INC0259460","Degraded Service",""
"INC0259459","Degraded Service",""
"INC0259458","Degraded Service",""
"INC0259457","Degraded Service",""
"INC0259456","Degraded Service",""
"INC0259455","Degraded Service",""
"INC0259454","Degraded Service",""
"INC0259453","Degraded Service",""
"INC0259452","Security","Mail related"
"INC0259451","Degraded Service",""
"INC0259450","Degraded Service",""
"INC0259449","Degraded Service",""
"INC0259448","Assistance",""
"INC0259447","Degraded Service",""
"INC0259446","Assistance",""
"INC0259444","Assistance",""
"INC0259443","Degraded Service",""
"INC0259442","Degraded Service",""
"INC0259441","Degraded Service",""
"INC0259440","Degraded Service",""
"INC0259439","Degraded Service",""
"INC0259438","Assistance",""
"INC0259437","Degraded Service",""
"INC0259436","Degraded Service",""
"INC0259435","Degraded Service",""
"INC0259434","Degraded Service",""
"INC0259433","Assistance",""
"INC0259432","Degraded Service",""
"INC0259431","Degraded Service",""
"INC0259430","Degraded Service",""
"INC0259429","Assistance",""
"INC0259428","Degraded Service",""
"INC0259427","Degraded Service",""
"INC0259426","Degraded Service",""
"INC0259425","Degraded Service",""
"INC0259424","Degraded Service",""
"INC0259423","Degraded Service",""
"INC0259422","Degraded Service",""
"INC0259421","Degraded Service",""
"INC0259420","Degraded Service",""
"INC0259419","Degraded Service",""
"INC0259418","Degraded Service",""
"INC0259417","Degraded Service",""
"INC0259416","Degraded Service",""
"INC0259415","Degraded Service",""
"INC0259414","Degraded Service",""
